Text,lebel
خدا کنه راست باشه,1
چه عالی,1
محسن تنابنده همون نقی☺,1
خیلی خوشحالم که دوباره شروع میشه,1
اگه آقای رشید پور نباشه من نگاه نمیکنم,2
وااای چ عااالی بازم صبحا ب امید برنامتون tv روشن میکنم,1
دمت گرم آقای رشیدپورو پرویز عزیز,1
مجری؟,0
البته اگه مجری برنامه جناب رشیدپور باشن نگاه میکنم وگرنه ن جالب نیست ایشون نباشه. اقای نشاطم باشن,2
خدایا شکرت 🙏 🙏 🙏 🙏 🙏 💕 💕 💕 💕 💕,1
یعنی شنبه برنامه دارید؟؟,0
چه خوب 👍 👍 👍 👍,1
رضارشید پورداره,0
اگه نداره نگاه نمیکنم,2
امیر علی: TAG مناظره معلمان با وزیر را هماهنگ کنید TAG کمپین حمایت از حقوق فرهنگیان TAG این فیش حق من معلم نیست TAG بطحایی پاسخگو باش TAG معلم جواب میخواهد TAG این فیش حقوقی حق من نیست TAG نادیده گرفتن حق معلم TAG بی‌توجهی و سکوت TAG تبعیض در حالا خورشید TAG اجرای قانون بازنشستگی پیش از موعد فرهنگیان,2
�� 👧 🌹 برای خرید کیف‌های شیک و با کیفیت زیاد هزینه نکنید👈 👈 👈 شیک‌ترین کیف‌ها را به قیمت عمده با فروش تک از ما بخواهید👈 👈 👈 LINK👜 👛 👜,0
چرا فیلتر ینگ.؟؟؟ چرا؟؟ دنیا رفت,2
به وضعیت معلمین عزیز رسیدگی شود لطفا,2
پیگیری کن رشید پور نترس,2
. LINK اخه جوون خود رشیدپور شیپور ایناسن برای شیر اطمینان گذاشننش. اگه خرج دندونا رشید پور مینونست دوتا زندگی رو نجات بده.. ناحق همیشه نابود است,2
. LINK معلم خوب. معلم مرده_است. از دیدگاه رشید پور و همپیاله هاش,2
رشید پور حیلی بی مزه‌ای,2
"سلام. از حال افرادی هم بگید که رتبه‌ی یک حفاظت و مرمت هستند و هیج امکاناتی در اختیارشون نیست. اداره‌ی میراث فرهنگی پروژه کاری که هیچ، هیچ پروژه تحقیقاتی را هم همکاری نمیکند و بعد یک بار صحبت و پیگیری، تلفن هایشان فقط بوق میخورد و من نوعی که ۷سال عمرم گذاشتم و کار هم نمیخوام و فقط میخوام پژوهش بکنم، با بودجه و امکانات شخصی روی هوا نگه داشته_شدم، لااقل جواب منفی بدهند که تکلیف ادم مشخص LINK‌ها با کلی امید و انگیزه درس خوندن، رتبه اوردن، چندین پروژه بدون چشم داشت و دستمزد انجام دادن، که اخرش رو هوا بمونن و بهشون از طرف کارمندای اداره میراث فرهنگی فحاشی و توهین بشه. و دست اخر فقط به سر خودشون بزنند که چرا این سال‌ها درس خوندن و راه به هیچ جایی نداشته_باشند.",2
سلام خدمت تمام دست اندرکاران ابن برنامه اقای رشیدپور لطف کنید این موضوع رو هم پیگیری کنید که چرا سازمان سنجش نتایج کنکوررو انقدر دیر اعلام میکنه این کارشون خیلی مشکل ایجاد میکنه شاید یه نفری بخواد که مثلا یه خونه به جای خوابگاه بگیره کلا سازمان سنجش همه چیز رو میندازه دقیقه LINK از همه شما,2
ای کاش رهبر دلسوز همبشه بودتد و خود در این برهه حساس گوش بی کفایت‌ها رو میپیچوند اینروزها از همه مسولبن متنفرم چون هیچکدوم کارایی ندارن همش سخرانی خسته شدیم بخدا از بس گپ میزنید عمل کنید,2
خانه‌ی دوست کجاست,0
سلام منو خدمت اقای دکتر سراییان LINK همیشه دعا گو سلامتی ایشون و خانواده شون هستم...,1
باسلام باشگاهی درشهر کرج. شهرک وحدت هست که به بخش خصوصی LINK بانوان رو تعطیل LINK جمعی ازبانوان شهرک سالهاس که آنجا ورزش میکنیم. لعتراضم کردیم گفتن که مدارس پول بیشتری میدن. تمام حقو حقوق مارا گرفتن بخاطر پول. الان ماباید چکارکنیم,2
قابل درک نیست متاسفم,2
سلام جناب آقای رشید پور عزیز بنده یه سایتی راه اندازی کردم LINK که حامی خانواده‌های کم درآمد و بی بضاعتی است و در این باره یک پیام به صفحه شخصی شنا ارسال کردم لطفا حتما بخونید 👏 خیلی تلاش کردم که در برنامه حالا خورشید حضور داشته_باشم ولی متاسفانه دسترسی به شما خیلی آسان نیست امیدوارم پیام من را بخونید و جواب بدید ما نیاز به حمایت داریم,0
دوستان عزیز ما یک سایت لوازم خانگی و وسایل آشپزخانه و جهیزیه عروس و کادویی راه اندازی کردیم که حامی تازه عروسان گل کشورمون هست لطفا پیج فروشگاه ما را فالو کنید و از اجناس بسیار بسیار شیک و لاکچری و لوکس ما دیدن کنید کد تخفیف بگیرید و از سایت LINK خرید کنید و در این گام خیر سهیم باشید,0
�� 👏 👏 👏 👏 👏,1
آقای رشید پور یکی از مشکلات ما تو مطالبه کردن رها کردن یک موضوع LINK از بحث فسادهای مالی حقوق‌های نجومی و املاک نجومی قوانین خوبی در راستای شفافیت مالی تصویب شد که متاسفانه هنوز اجرا LINK این راستا ازتون خواهش می‌کنم از هر نهاد و مسوول ذیربط بپرسید که چرا هنوز قانون رو در این مورد اجرا نکردن؟ سامانه‌ای که قرار بود حقوق مسوولین توش قرار بگیره و ما مردم ببینیم کوش؟ من به خاطر شما به آقای روحانی رای LINK مطالبات مارو از مسوولین مطالبه کنید. سپاس,2
"سلام، اقای رشیدپور، گزارشتون در مورد نارین قلعه خیلی عالی بود، و اینکه اقایان، شهردار، فرماندار، و میراث فرهنگی پیگیر این کار شدن،، ولی چند روز دیگه کار رو تعطیل نکنن، و بگن که بودجه نداریم، و تمام،",1
اخرین نامه دلنوشته به امام رضا,0
ID ID ID TAG نه به مافیای تاثیر قطعی معدل TAG نه به مافیای تاثیر قطعی معدل TAG نه به مافیای تاثیر قطعی معدل,2
خواهشن اقای سبطی دعوت کنید!!! ۱۱۱,2
پس این چ کلمه‌ای میشدنو کجا فرستادن این حالا خورشید ک زدین منظورتون تو کدوم شبکه‌ی اجتماعی بود؟,2
من تبریزی هستم و الان چند ماهی هست بیکارم خودم مستاجر و خانومم باردار هست میخواستم با آقای رشید پور حرف بزنم التماستان میکنم کمکم کنید تا مشکلم را با آقای رشیدپور در میان بگذارم بخدا سر نماز حتما دعاتون میکنم منتظر خبرتان هستم لطفا,2
داش گلم اقای رشید پور اگه راست میگی درباره پخش نکردن مسابقات کشتی از مسولین خودتون سوال کن...,2
"یه درآمد زایی عالی این روزها برنامه‌های زیادی برای خرید شارژ، پرداخت قبض و... وجود داره که این برنامه‌ها سود زیادی بدست میارن نمونه‌اش آپ، NUM۳ و... که این همه تبلیغ توی تلویزیون می‌بینید یه برنامه‌ی جدید اومده NUM۴ که این سود رو بجای تبلیغات تو تلویزیون و به جیب زدن مسول هاش اون رو با خود ما تقسیم میکنه فقط کافیه شما این برنامه رو نصب کنید و با شناسه‌ی مختص خودتون اون رو به دیگران معرفی کنید نفرات بعد از شما باید حتما کد معرف رو وارد کنن که شما کدتون رو براشون ارسال می‌کنید هرچه تعداد معرف‌ها بیشتر بشه و تراکنش بیشتردرآمد شما بیشتر میشه این یک درآمد میلیونی خواهد_بود اگر فعال باشید این برنامه دیر یا زود فراگیر میشه پس بهتره شما در راس مجموعه قرار بگیرید تا زیر مجموعه تون زیادتر بشه و درآمد بیشتری کسب کنید کافیه برنامه NUM۴ رو از گوگل دانلود و نصب کنید و میلیونر شوید کد معرف: sos ۱۰",0
رشید پور پاچه خوار خوب دورییتو نشون مردم دادی مثلا به تو چه ربطی داشت همکار خودتو مسخره کنی,2
رشیدپور عزیز حالا که درصددی گفتار ونوشتار را اصلاح کنی لطفا تاکید کن مثلا بنویسند شهردار محترم این به شخص اطلاق میشود اما بعضیها مینویسند شهرداری محترم ک ه به ساختمان اطلاق میشود از این غلط‌ها زیاد متداول شده,0
پستاتون خیلی عالیه,1
"ساعت چوبی که گفتین رو تونستم از سایت رماکلوب پیدا کنم ,ادرسشم LINK بود",0
پیج اصلی حالا خورشیدهمینه,0
اخه NUM۲ تاپیج داره نمیدونم کدومشه,2
ای مسلمانان تا کی میخواهید در جهل وافکار وعقاید مسموم اسلام یهودی غربی یهودی زندگی کنید ونسلتون منقرض کنید چرا تمام اتفاقات در ایران در شهرهای مسلمان نشین اسلام عجم کورد وترک ولر وبختیاری وبلوچی وزابلی وعرب اتفاق میفتدد انفجارت همیشگی در بلوچستان زلازل ساختی اخوندان حزب حاکم فارس یهودی در شهرهای مسلمان بم کرمنشاه ارومیه سیلهای وحشتناک در خوزستان وخرم اباد وشیراز بوسیله NUM۲ سال جمع اوری اب پشت سدهای خون خار ویران کننده بصورت عمدی مسیر سیل رو تنظیم کردن بر شهرها واقوام مسلمانان برای نابودی زندگی واقلیم مسلمانان چرا اتفاقات در شهرهای یهودی نشین قوم فارس یهودی غربی اتفاق نمیفتدد در اصفهان در دزفول در نیشابور در شوشتر در یزد در بهبهان اینها اقوامی هستن اقوام فارس یهودی غربی چهارصد سال پیش از غرب ب سرزمین ایران مهاجرت کردن ودولت صفووی رو تاسیس کردن وخودش ب اسم اسلام جا زدن برای نابودی وغارت مسلمانان اومدن واز تمام اقوام مسلمان اصیل کورد وترک وعرب ولر وزابلی وبختیاری متنفرن یک قوم نژاد پرست یهودی ودر قاموسشون نوشتن فقط قوم فارس یهودی حق زندگی دارن مسلمانان حق زندگی رو ندارن درجه ۲محسوب میشن یا خر حمال ونگهبان امنیت فارس در مرزها وکلانتریها بشن یا زیر خاک میرون در طول دوران حزب حاکم یهودیت فارس از صفووی گرفته تا اخوندی اقوام مسلمان حق زندگی نداشتن در حقارت وذلت زندگی کردن زیر ظلم یهودیان اخوندی وفرزندانشون جون دادن کی میخواهید بفهمید مسلمانان لر وعرب وبختیاری وکورد ترک وبلوچ ک چهارصد سال پیش قبل از اینکه یهودیان این سرمین ومنابعش از ما مسلمانان قصب کردن بهترین زندگی داشتیم ودر اوج صلح واتحاد وادب وعلم ولذت وشادی بودن واقوام یهودی قوم فارس نژاد پرست زندگی رو واس مسلمانان جهنم کردن کی میخواهید متحد بشید وسرزمین مقصوب رو بگیرد اگ اینجور اوضاع پیش بره نسل مسلمانان از بین میرود.. بیاید مثل چهارصد سال پیش متحد بشیم وحکومت رو از یهودیان فارس واخونداشون بگیریم وتمام اتفاقاتی ک برای مسلمانان از زمین لرزها سیل‌ها انفجارها اونهارو محاکمه کنیم وخسارات از دست رفته رو از قوم یهودیت وحزب حاکمشون یهودیت اخوندی بگیریم... وهزار ان حقیتهای کتمان شده توسط فارس یهودیت تاریخ باطل ودروغی برای مسلمانان نوشتن برای ایجاد نفرت ونفاق بین مسلمانان اصیل.. تا زمانی ک اقوام مسلمان کورد وعرب وترک بلوچ ولر متحد نشیم همین عذاب وهمین ذلت چون یهودیان فارس برای نابودی مسلمانان اومدن.. چرا شهر دزفول یهودی بین سه تا رودخانه قرار دارد سیل ان رو نمیزند چرا.. خوب قضیه کاملا واضح است,2
